song_id,title,artist,language,tempo,energy_rms,spectral_centroid,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,chroma_0,chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,chroma_6,chroma_7,chroma_8,chroma_9,chroma_10,chroma_11,som_x,som_y,jitter_x,jitter_y
Mabel_Matiz_A_Canım,A Canım,Mabel Matiz,tr,112.34714673913044,0.2067200243473053,2639.141210308573,-36.33536,71.4126,-12.319791,19.464699,0.38602525,12.053784,-3.2773232,4.7042303,-2.0864658,8.050201,2.8075593,9.608338,1.1832298,0.5915552,0.36072966,0.51703256,0.5068844,0.37240326,0.43262133,0.38736278,0.58629566,0.39981335,0.4061797,0.40514556,0.35772523,2,14,1.89963209507789,13.753418766634937
Mabel_Matiz_Gel,Gel,Mabel Matiz,tr,112.34714673913044,0.1123896837234497,2136.247956454672,-206.29419,77.69501,-0.23469926,10.330665,-11.3719635,-13.237747,-12.639992,-7.8057804,-22.847212,8.207636,-9.530295,-15.046216,-2.5978603,0.3071787,0.19319285,0.23240471,0.18968861,0.21459125,0.34896278,0.22523709,0.39207354,0.40500614,0.2447617,0.23050645,0.22178017,16,15,16.36057144512793,14.640051621674635
Mabel_Matiz_Ahu,Ahu,Mabel Matiz,tr,123.046875,0.1765297055244445,2524.3912451791657,-87.595,81.27033,8.1963215,21.872154,4.42435,10.782834,2.4706218,6.733267,1.7289486,4.9154773,-3.6187,-0.17526887,-2.2251165,0.3461158,0.45212317,0.44484416,0.31207547,0.26211646,0.23963714,0.3444516,0.30820745,0.49447283,0.5247572,0.30471122,0.3347165,15,0,15.185595153449125,0.2989070581077601
Mabel_Matiz_Ya_Bu_İşler_Ne,Ya Bu İşler Ne,Mabel Matiz,tr,107.666015625,0.2036911398172378,1592.3156762223812,-159.19556,107.12599,-18.049015,32.301617,8.527139,8.456014,10.505879,7.038213,-1.2263067,6.8703732,2.2339747,6.2734256,2.2946064,0.39847416,0.40703264,0.56959736,0.38491958,0.3630456,0.37379664,0.3961376,0.47608453,0.4104682,0.47557327,0.41699332,0.38026646,9,0,9.078926787357629,-0.33955640498978434
Mabel_Matiz_Aşk_Yok_Olmaktır,Aşk Yok Olmaktır,Mabel Matiz,tr,80.74951171875,0.2003100663423538,1564.190553376673,-99.40475,122.92669,-26.857893,36.73748,16.086142,12.399657,2.3956885,6.2145185,5.2876515,9.137343,-4.2291317,5.885015,2.3456688,0.4997057,0.29000893,0.33054483,0.33611897,0.4054931,0.40105864,0.41356355,0.38516042,0.34709218,0.51348984,0.35307539,0.50460184,7,4,6.724814912353949,3.7973507437951977
Mabel_Matiz_Zor_Değil,Zor Değil,Mabel Matiz,tr,112.34714673913044,0.1846261322498321,1192.9582593680022,-174.84831,140.17418,24.495565,28.919544,11.48545,9.153971,3.7312198,3.2588491,-10.296059,5.7933836,5.2513485,5.038125,1.5518185,0.4865146,0.47909045,0.38688463,0.29244262,0.37366563,0.30589783,0.4776111,0.30010417,0.24388453,0.32147503,0.41803664,0.6405524,5,15,4.724795616268962,15.156255159699509
Mabel_Matiz_Sarışın,Sarışın,Mabel Matiz,tr,123.046875,0.2145033776760101,1836.8690773383476,-75.408806,101.631165,-0.41016442,36.958427,11.017154,14.262819,6.9429684,10.716284,1.9984483,4.6891727,-1.5572535,-0.9923249,-1.102049,0.3046173,0.34062967,0.25289893,0.3981719,0.29872686,0.27019125,0.43182525,0.26981848,0.32320392,0.27196693,0.47622576,0.5103226,5,17,4.64646688973456,16.927558350101847
Mabel_Matiz_Sarmaşık,Sarmaşık,Mabel Matiz,tr,89.10290948275862,0.1881010383367538,1695.2112075565703,-111.47671,108.166794,-11.723289,30.102442,2.1600802,8.380577,8.129621,14.468094,4.8627787,9.160729,0.5246401,1.8478664,-1.9916849,0.6305313,0.51630473,0.4124942,0.4101908,0.37499952,0.5296108,0.43670148,0.3061196,0.3502792,0.26824698,0.37223768,0.410534,6,1,6.292940916619948,1.301051175932407
Mabel_Matiz_Bir_Hadise_Var,Bir Hadise Var,Mabel Matiz,tr,99.38401442307692,0.169103518128395,1149.1095939294378,-184.75755,165.59297,-36.096123,25.008915,-12.70096,-20.978027,-7.2178564,-19.283983,-16.21374,-6.298005,-13.290974,-3.4241078,-7.126429,0.18222469,0.47383004,0.18272935,0.37337518,0.494131,0.13091753,0.1139262,0.11369865,0.28221145,0.13715036,0.09320511,0.19343203,19,18,19.080892009394567,17.838383835729815
Mabel_Matiz_Fırtınadayım,Fırtınadayım,Mabel Matiz,tr,112.34714673913044,0.1657844930887222,2831.081088718059,-72.0273,62.827423,-24.31338,21.170877,-2.9022934,4.732506,2.0261505,10.080468,2.6122446,4.456822,-1.0474991,3.4598157,-1.3009818,0.4212507,0.29234946,0.33868027,0.30377042,0.50000423,0.34586185,0.31976336,0.46952692,0.41482946,0.6062155,0.31993935,0.46429822,6,11,6.166458062236837,10.609497077335487
Mabel_Matiz_Kömür,Kömür,Mabel Matiz,tr,103.359375,0.1903451681137085,2434.53349743885,-46.495823,85.42866,0.7333688,20.410793,-4.4622107,11.857758,-5.348774,10.509802,-4.692552,3.1697822,-1.8936292,5.34886,-0.9431124,0.47458926,0.35176787,0.52318525,0.39754274,0.31623375,0.42176026,0.35648593,0.46689895,0.28039715,0.38756418,0.408168,0.2960688,0,15,-0.3835324045633581,14.840524512448596
Mabel_Matiz_Yaşım_Çocuk,Yaşım Çocuk,Mabel Matiz,tr,135.99917763157896,0.1371264159679412,1954.4745978640628,-216.43506,85.38973,14.704132,37.338043,13.216022,15.037871,10.212252,7.57886,2.144151,10.776529,-3.1284685,3.8518746,0.7758813,0.42311728,0.5631112,0.43446204,0.3935505,0.4096749,0.42614114,0.5098261,0.48045614,0.5636304,0.5420981,0.40337998,0.38947108,8,0,8.375927881729595,0.062460039347865315
Mabel_Matiz_Öyle_Kolaysa,Öyle Kolaysa,Mabel Matiz,tr,99.38401442307692,0.0785276293754577,2571.120213062729,-211.75334,71.435074,-40.10122,11.756429,-18.110466,-4.7979717,-10.057457,-9.967546,-6.378865,-5.2624903,-5.35428,-4.865214,-5.8880463,0.3983645,0.18038312,0.13012157,0.20778847,0.22440995,0.49882087,0.2676285,0.17961273,0.2613995,0.23746692,0.41074514,0.21362165,17,19,17.265954112640337,18.900750700322636
Mabel_Matiz_Mendilimde_Kırmızım_Var,Mendilimde Kırmızım Var,Mabel Matiz,tr,99.38401442307692,0.0524574778974056,1128.5159059117068,-310.06613,133.16046,-9.686153,24.808306,20.376478,-2.2525403,-3.2318013,5.3847103,-2.3719258,-4.0490403,2.677451,1.252383,-10.499763,0.19664933,0.30855522,0.2759156,0.4007684,0.8657843,0.48313057,0.23650219,0.36064166,0.31070706,0.34953436,0.18275289,0.13324767,17,2,16.76987128854262,2.027898204607004
Mert_Demir_Antidepresan,Antidepresan,Mert Demir,tr,99.38401442307692,0.1332757920026779,2422.5945043578727,-159.57593,85.048256,2.009969,31.483366,0.885732,9.939029,-10.745539,-0.36735576,-3.698855,11.481308,4.2034636,4.884519,1.2003163,0.3697055,0.552484,0.574805,0.40219682,0.4415792,0.3835668,0.47064635,0.3685714,0.36686292,0.41306624,0.33172014,0.43189153,0,13,-0.2545400262343195,13.301278495068015
Mabel_Matiz_Dağılıyorum_Olaysız,Dağılıyorum Olaysız,Mabel Matiz,tr,117.45383522727272,0.1383916735649109,1911.53965454202,-105.97282,112.812645,-24.012808,32.71799,4.697891,7.9123273,-2.5030112,11.302146,1.7034047,5.990033,2.9146905,6.2787085,1.1773679,0.38349965,0.24429172,0.48230174,0.44025117,0.33220834,0.45009345,0.42146155,0.6303918,0.6213899,0.45999703,0.46046406,0.30946022,2,16,1.746723607882747,16.329988043384294
Mabel_Matiz_Fan,Fan,Mabel Matiz,tr,95.703125,0.0912892371416091,2042.3549457352412,-178.56584,94.51724,-11.74258,32.44914,-9.433741,9.763031,3.8374372,4.4036217,2.6037428,5.7386723,-5.3527036,0.6696235,-0.128432,0.4350955,0.35614553,0.27025986,0.24916536,0.18974563,0.25812247,0.37535962,0.38628906,0.47636613,0.39599434,0.5481826,0.49562758,13,0,12.84339379436763,-0.1872207482767103
Mabel_Matiz_Düldül,Düldül,Mabel Matiz,tr,161.4990234375,0.1186778172850608,1488.851855996745,-134.77014,144.91689,-33.328674,22.531954,-16.46508,-1.7883246,-4.716424,3.9722111,-1.9443363,-0.11308506,-4.4601336,-2.8258736,-8.653984,0.3305273,0.26574335,0.6465639,0.34475154,0.17842963,0.24542086,0.24824817,0.41985446,0.3459996,0.38196358,0.40841544,0.35440686,20,7,20.01980514530579,6.96971237861592
Mabel_Matiz_Müphem,Müphem,Mabel Matiz,tr,103.359375,0.1871789246797561,2145.6753151919447,-61.137596,95.248055,0.7081102,31.487125,2.5237975,13.737105,-0.72207284,10.667897,-2.6176944,2.0089097,-7.5443277,-0.28501168,-2.8024497,0.4044439,0.30609712,0.218057,0.29447943,0.2861646,0.3930273,0.41737384,0.29910177,0.49450257,0.29018253,0.4809819,0.26335263,9,10,8.945556014913693,10.039315212193161
Mabel_Matiz_Numaracı,Numaracı,Mabel Matiz,tr,184.5703125,0.1351138204336166,2228.363015110303,-108.081696,91.599205,-15.337407,13.970455,-7.0425205,5.9661565,0.9936307,6.0518537,-4.66351,1.1010026,-6.4504604,1.598628,0.22954875,0.5272167,0.28720757,0.4027707,0.34177154,0.22987801,0.26908356,0.24352503,0.32551453,0.21137166,0.32840577,0.42787242,0.3242,6,13,5.832983312158434,13.359289965510598
Selin_YANILIR_GİBİ,YANILIR GİBİ,Selin,tr,107.666015625,0.2144841998815536,2239.743003735485,-75.23071,94.15359,-5.0612164,29.53865,2.9820216,12.363527,7.128007,2.9971807,-0.8986242,8.0014925,-5.8292,3.2590182,-5.104625,0.46424815,0.3312831,0.37640244,0.2729804,0.45030355,0.29102445,0.41121703,0.44480363,0.36637163,0.45745534,0.3776037,0.5269539,2,12,2.0894823157779037,12.398893855331508
Aleyna_Tilki_Kayboldum_Masalında,Kayboldum Masalında,Aleyna Tilki,tr,112.34714673913044,0.2715977430343628,1468.193976800243,-81.93433,152.32726,-3.4274333,22.22277,0.48174623,-1.3874999,-3.7713983,0.01998873,-10.15852,-3.0461042,-4.4964824,2.7035384,1.4929742,0.26620403,0.37497026,0.3276101,0.106018454,0.14244129,0.123585455,0.28194392,0.15860404,0.18498027,0.3762802,0.30201644,0.5593974,21,9,20.711595088521634,8.78832579907322
Mabel_Matiz_Karakol,Karakol,Mabel Matiz,tr,143.5546875,0.1346189230680465,1079.9676851254071,-189.94073,146.30809,-5.520969,29.22863,2.9776845,12.614048,0.14243111,3.9556923,8.269887,2.9589784,-0.07003269,5.618489,4.8626018,0.1938212,0.4226222,0.34402356,0.19143721,0.28119656,0.44542474,0.8111582,0.5352174,0.31640786,0.3642551,0.19647115,0.20717914,10,0,9.833715718828174,0.18158389707665235
Mabel_Matiz_Gözlerine,Gözlerine,Mabel Matiz,tr,95.703125,0.2812459468841553,1728.877855994924,-113.332794,74.0122,-5.810209,22.139944,5.048173,11.997378,5.1679235,8.887339,4.426108,9.001241,2.8950732,3.1779845,5.7353616,0.24084803,0.25138333,0.19700883,0.304261,0.26989797,0.302457,0.39413938,0.41005412,0.602282,0.51994586,0.4085092,0.37933752,2,13,1.8930894746349534,12.902424849786556
Mabel_Matiz_Bahçemin_En_Zor_Gülü,Bahçemin En Zor Gülü,Mabel Matiz,tr,143.5546875,0.1013440936803817,1225.825988320797,-237.23126,142.37842,30.714638,31.962244,2.6400397,4.418979,-13.396019,13.7597685,-9.775886,5.198254,-13.334432,3.3380568,0.318534,0.6659862,0.32945177,0.20279428,0.14275125,0.34082904,0.23097919,0.17287523,0.46508396,0.2278371,0.1494729,0.19688426,0.531446,15,3,14.964855987373628,2.6064865575089704
Mabel_Matiz_Sultan_Süleyman,Sultan Süleyman,Mabel Matiz,tr,99.38401442307692,0.0476538389921188,1432.5455033769529,-296.2491,135.37753,-12.5715685,38.251503,-6.112277,-7.81115,-11.527541,-7.409394,-14.039969,-5.5690684,-19.546944,0.99450535,-13.469816,0.3092055,0.23406623,0.432849,0.20791937,0.16706724,0.3558847,0.18696144,0.15738513,0.15781493,0.415867,0.5644852,0.29391348,18,18,18.22814076911441,17.607402017948722
Mabel_Matiz_İki_Satır_Yara,İki Satır Yara,Mabel Matiz,tr,80.74951171875,0.0921583399176597,1462.193793045588,-233.12553,113.45844,-13.985752,14.661771,-20.694813,-13.771278,-13.572597,-4.3393965,-13.908082,-14.201722,-25.45313,-18.309603,-3.1107726,0.39753094,0.18371752,0.23546359,0.12710015,0.07977321,0.22888167,0.12241917,0.23111309,0.15067811,0.47330898,0.5541403,0.26947787,19,20,18.759739025726688,19.968452806049804
Mabel_Matiz_Boyalı_Da_Saçların,Boyalı Da Saçların,Mabel Matiz,tr,99.38401442307692,0.1495109647512436,1310.7830818807356,-146.25253,159.26347,-40.399967,6.0136724,-4.2263117,1.5218045,0.51606286,3.4253836,-6.1769695,-0.17866105,-5.346279,-1.1800927,-0.67512244,0.20084915,0.27317742,0.22892132,0.193407,0.28452307,0.18964793,0.4191826,0.3044806,0.23747371,0.28436023,0.21172756,0.5049508,17,2,17.011387550730888,1.9906679304034678
Can_Bonomo_Kalbi_Hepten_Kırıklara,Kalbi Hepten Kırıklara,Can Bonomo,tr,103.359375,0.1588125824928283,1998.5794377624463,-143.1455,104.69816,4.6945243,12.935735,17.89355,12.242799,1.9587338,13.105523,4.003453,5.116846,-2.2676635,3.264554,1.6654701,0.4906918,0.43665057,0.37738094,0.33410573,0.2992617,0.35070422,0.5365452,0.38940343,0.30913013,0.38024396,0.41292706,0.61713475,14,0,14.073931655089634,-0.3819442427412459
Mabel_Matiz_Aferin,Aferin,Mabel Matiz,tr,143.5546875,0.1713684201240539,1965.4295479271125,-112.32021,106.60146,-11.885711,19.405727,-12.437934,3.5073712,-11.133977,0.039600927,-15.208924,7.643924,-3.8574824,0.6921433,-4.0645556,0.2693233,0.23758787,0.5139699,0.3438566,0.23650247,0.3127472,0.29195604,0.44863546,0.3617667,0.36436638,0.4045772,0.26579207,14,13,13.637160330175998,13.149541933419442
Mabel_Matiz_Toy,Toy,Mabel Matiz,tr,129.19921875,0.2449958771467209,990.5325738207232,-205.496,118.593605,27.828327,17.830477,8.140509,10.716776,11.641549,9.532632,-1.3252821,2.841574,-3.4578416,1.0209628,8.343615,0.56003326,0.37767637,0.2653218,0.2861235,0.35993043,0.30247325,0.33985248,0.44722518,0.5909516,0.6989426,0.558898,0.57471377,5,2,5.086035881521151,1.8352027108759625
Mabel_Matiz_Yeni_Yaz,Yeni Yaz,Mabel Matiz,tr,123.046875,0.1145188435912132,1680.9728792760006,-171.0975,128.23718,-20.734314,23.65544,1.607804,7.086168,-0.27626297,-3.6971512,-9.602802,7.179704,-2.729342,-0.9455476,-1.6714903,0.20210023,0.18108091,0.4406521,0.27254927,0.150063,0.28334948,0.22337422,0.45620403,0.3911033,0.23389111,0.29151928,0.14857893,15,13,14.736419298949833,13.047914481228759
Mabel_Matiz_Gök_Nerede,Gök Nerede,Mabel Matiz,tr,95.703125,0.1328752040863037,1708.3444198443112,-138.8854,122.05556,-11.591812,27.90747,-4.428345,-4.534787,-7.3456926,-0.19472672,-5.333729,-5.6759624,-3.6053648,0.40740448,-8.886277,0.23776902,0.49764895,0.31846097,0.46662137,0.42780963,0.28504685,0.36179632,0.30090335,0.7071038,0.29087472,0.28385645,0.2296185,14,16,13.652041274388223,15.840735258532336
Mabel_Matiz_Vals,Vals,Mabel Matiz,tr,184.5703125,0.0759684294462204,869.7719451708792,-291.8946,195.60538,-15.865898,-1.6233085,-3.8250737,-7.6881123,-14.949007,-11.939852,-12.568141,-10.2436,-10.201753,-9.782082,-12.31831,0.4175733,0.13149343,0.12132449,0.16014971,0.5462025,0.38898343,0.09864438,0.14253718,0.2030305,0.24227324,0.116395555,0.34583196,18,19,18.359108429802667,18.733707451895445
Mabel_Matiz_Kül_Hece,Kül Hece,Mabel Matiz,tr,89.10290948275862,0.1440946906805038,1429.9177858407843,-192.07687,128.1867,18.436514,23.496836,10.153418,-0.48088786,3.5955806,-3.0492158,-3.562132,9.657931,0.16867736,-0.20220003,-0.1579451,0.33114892,0.25856328,0.41022584,0.36966476,0.39667886,0.4822419,0.30193928,0.32398194,0.17011213,0.23306896,0.2535852,0.18830775,18,2,18.37250562645965,1.9257389908791003
Mabel_Matiz_Kara_Dantelli_Gençliğimize,Kara Dantelli Gençliğimize,Mabel Matiz,tr,103.359375,0.178541749715805,2043.3066303099115,-68.95308,107.465904,-7.0299954,26.107086,-7.0547266,8.29284,-0.9161141,7.451846,-2.0344408,8.736331,-5.9365983,4.59467,3.9702754,0.22549903,0.44676846,0.43175146,0.18436317,0.24506314,0.21231318,0.39581895,0.36603042,0.30048358,0.4082066,0.24917834,0.4824579,4,12,4.246717878493169,11.7858186918324
Ceylan_Ertem_Kör_Heves,Kör Heves,Ceylan Ertem,tr,135.99917763157896,0.1137063130736351,1529.7757832731156,-233.53638,128.7628,8.604868,11.638708,-4.0097136,-1.271598,-7.824039,-2.1377432,-1.5871516,-0.87048376,-5.2669797,2.649714,-2.6600947,0.25578332,0.21177767,0.46573117,0.32754827,0.15843523,0.28347808,0.22787891,0.32349056,0.29713824,0.23358767,0.4058918,0.25057533,17,14,16.843691015338695,14.027840781535334
Mabel_Matiz_Hanfendi,Hanfendi,Mabel Matiz,tr,112.34714673913044,0.0895157903432846,1754.3453803779744,-181.87386,120.25011,-4.470901,11.956781,6.6571116,8.90815,-5.281435,1.5556207,-8.092878,3.9367115,2.761772,8.448856,0.8167776,0.32136518,0.1876009,0.30240223,0.34445542,0.28798002,0.5811477,0.2148194,0.25730932,0.14869742,0.3083349,0.27907312,0.16885781,15,8,14.678137691205107,7.759062824229184
Mabel_Matiz_Yıllar_Saçlarına,Yıllar Saçlarına,Mabel Matiz,tr,117.45383522727272,0.0852850601077079,1343.565153910508,-228.80907,139.57762,1.2525283,18.125568,4.8130474,10.023275,-5.085661,-7.1487827,-6.155602,9.161018,-11.253617,-5.046087,-5.7791395,0.31850746,0.35824275,0.23899196,0.18885623,0.19672628,0.37178063,0.40371326,0.32250616,0.4224991,0.31326726,0.44774413,0.33674914,16,0,16.147386421209724,0.0067247813157016445
Mabel_Matiz_Aşkım_Gülüm,Aşkım Gülüm,Mabel Matiz,tr,112.34714673913044,0.1332272142171859,2089.609414287675,-164.32729,76.613594,-24.97632,11.150507,-9.148103,-2.6173122,-6.560667,0.4428024,-17.06857,-19.607199,-32.670994,-4.743319,0.6759857,0.47811654,0.12942371,0.27242133,0.27984354,0.074655496,0.014792457,0.04801473,0.16252896,0.18237461,0.09020696,0.09994168,0.40390038,21,15,20.952121994991682,14.725902811895095
Mabel_Matiz_Adını_Sen_Koy,Adını Sen Koy,Mabel Matiz,tr,123.046875,0.0845507085323333,1215.7195125982416,-246.34355,132.0698,8.795373,26.825035,4.2779284,3.686125,-0.93799776,-4.884737,-7.941174,-6.722174,-11.159504,-8.975279,-11.074942,0.35133147,0.45759904,0.21078973,0.21717778,0.19252948,0.4018277,0.202281,0.14136127,0.25591823,0.124215156,0.15037237,0.12541544,21,17,20.697630587875825,17.136779767588628
Mabel_Matiz_Tuzla_Buz,Tuzla Buz,Mabel Matiz,tr,161.4990234375,0.1638950854539871,1933.5221585965448,-67.91635,103.27052,0.6440296,26.120697,5.093933,13.600868,-5.0409074,6.569304,-4.1011724,-3.8612084,-7.585528,2.9304879,-8.177764,0.4213503,0.24048275,0.35769224,0.2866776,0.26415065,0.4951549,0.30948702,0.60805917,0.42165926,0.26564267,0.37050498,0.28044805,0,18,-0.003858471910983874,18.20315014755314
Mabel_Matiz_Değilsin,Değilsin,Mabel Matiz,tr,107.666015625,0.2294714003801345,1867.9083484033488,-72.74407,122.05097,-26.733513,3.646481,-8.811461,-9.022957,0.2141238,-0.30473813,-12.592223,-10.363741,-8.913071,-1.6147332,-4.623057,0.39680174,0.30480608,0.3882707,0.19120644,0.27252582,0.28437927,0.21010937,0.2757756,0.25729835,0.55579543,0.41026485,0.2634619,16,13,15.627510816892174,12.688315387399946
Mabel_Matiz_Çukur,Çukur,Mabel Matiz,tr,123.046875,0.1053519919514656,1793.584655768308,-195.70012,113.63641,10.631786,22.94156,2.2412906,14.281672,0.9292021,7.6849427,0.26300785,6.8894753,3.8101244,9.022523,-1.2520171,0.53174824,0.46484733,0.41616845,0.4674862,0.48195007,0.5648488,0.5674162,0.59988874,0.56984216,0.41692212,0.41465977,0.41828445,4,0,4.327456321663026,-0.02575807037012867
Mabel_Matiz_Kalbime_Azap,Kalbime Azap,Mabel Matiz,tr,103.359375,0.1956736296415329,1748.2922489447988,-77.928986,120.3867,-22.904455,21.714872,1.2471621,9.156315,5.496024,3.9615395,-0.45885324,5.544766,4.5630875,3.1655326,-0.32911733,0.2761402,0.24979752,0.27080688,0.4013061,0.25729582,0.43414435,0.24301212,0.25829133,0.30371785,0.31067896,0.6645898,0.31829116,18,3,17.807023985280015,2.656697360523899
Mabel_Matiz_Arafta,Arafta,Mabel Matiz,tr,107.666015625,0.1401544362306594,1346.214514766148,-182.23947,135.5346,-7.15463,27.294767,-17.028643,0.6222779,-7.6247144,-22.636414,-19.203318,0.18905668,-5.475249,-3.1701577,-5.529457,0.12884052,0.32920262,0.15178838,0.34187445,0.10885,0.24117412,0.31757778,0.114377394,0.10020673,0.19031534,0.60984075,0.2711183,20,16,20.130017827483186,16.0785459564336
Mabel_Matiz_Kahrettim,Kahrettim,Mabel Matiz,tr,78.30255681818181,0.1733243912458419,2095.9546315194743,-135.95032,95.00631,-18.051504,14.657622,-4.4470806,-0.7460518,-10.165518,-5.4485316,-17.630812,-8.119154,-5.4804454,-1.9936773,-2.660175,0.46463674,0.22701307,0.31743303,0.378361,0.2637067,0.3961724,0.34922814,0.64932853,0.5352089,0.38687325,0.3463186,0.29057837,11,14,10.849368860871529,13.811523438343716
Mabel_Matiz_Söylese_O_Ben_Söyleyemem,Söylese O Ben Söyleyemem,Mabel Matiz,tr,92.28515625,0.162473976612091,1110.6498516035513,-189.6097,136.47177,12.430419,28.655985,10.689034,12.997693,4.5390935,4.220314,-5.0836043,-1.4483467,-5.90317,2.7209964,1.9226377,0.24702215,0.36138818,0.44607487,0.37504554,0.40230885,0.3087486,0.26587155,0.20458286,0.39421615,0.33026516,0.20718393,0.37144294,16,1,16.01605441694225,1.0220995654709664
Ko_Shin_Moon_Perperişan,Perperişan,Ko Shin Moon,tr,86.1328125,0.1031311526894569,2024.400910134232,-178.68893,101.04443,-31.605013,16.542494,-1.3344833,7.631159,0.4062504,3.9686098,0.38390708,6.129954,-0.6363233,1.9475182,-0.7900118,0.2545984,0.23265341,0.44323882,0.26863378,0.29472983,0.3453274,0.37231436,0.7341339,0.4346321,0.45096594,0.43862537,0.40575147,3,13,3.0373682234746235,13.013968807507434
Can_Bonomo_Canım_Diye,Canım Diye,Can Bonomo,tr,107.666015625,0.1677237302064895,2127.6093993999016,-92.93455,97.37026,-24.594156,40.05608,6.70599,-0.88561046,-3.4423344,5.9383464,-3.6683002,-2.2513058,-9.642642,-2.8390133,-2.6557102,0.35686648,0.51231414,0.4061193,0.25448033,0.29808062,0.290199,0.4401666,0.33793575,0.3166221,0.36062726,0.3232201,0.46017554,11,14,10.747883564420421,14.33948347695504
Mabel_Matiz_Gök_Mavi,Gök Mavi,Mabel Matiz,tr,112.34714673913044,0.1976401507854461,2040.7560785453825,-51.619846,104.98188,-27.24757,36.703613,2.4298434,12.637139,3.3424141,12.058393,0.1499908,4.774346,0.9416323,8.587821,3.072158,0.4610267,0.3809461,0.5383625,0.356911,0.428228,0.27632716,0.29126427,0.41017547,0.42918107,0.5727184,0.36924905,0.34886006,3,13,3.375667702211647,13.039266578054978
Mabel_Matiz_Kerem_Gibi,Kerem Gibi,Mabel Matiz,tr,89.10290948275862,0.1372360587120056,1313.4758454639714,-170.87251,142.69865,-17.781843,32.831413,9.935686,4.83463,-5.709373,-6.1698403,-4.665934,-1.9808505,-3.38471,-6.6120825,-3.6537652,0.16346528,0.17785937,0.24629313,0.40245438,0.34472704,0.2686555,0.32932606,0.2449496,0.4141706,0.29581255,0.40499845,0.35594365,15,0,15.220106258688892,0.06639878377465253
Mabel_Matiz_Sen_Benim_Şarkılarımsın,Sen Benim Şarkılarımsın,Mabel Matiz,tr,184.5703125,0.1497783362865448,1779.8184211517814,-221.26959,88.902176,26.775282,25.330046,10.067303,3.0335972,-3.7067585,-4.9386377,-8.120163,-7.000647,-17.20357,-10.2833395,-9.254238,0.23859043,0.10996567,0.1182409,0.30069253,0.57042176,0.371472,0.2744021,0.32660976,0.2033329,0.1420388,0.15894479,0.27805197,21,0,21.35159915325135,-0.07867749938849578
Mabel_Matiz_Mor_Perdeler,Mor Perdeler,Mabel Matiz,tr,184.5703125,0.1682603359222412,2297.294188140729,-91.22058,96.46747,6.6913686,37.902725,8.857778,7.854583,-5.393445,4.4455895,-2.8542156,5.422075,-3.9256878,5.954639,-4.018754,0.52900296,0.35368788,0.29531017,0.32146174,0.27597448,0.47358575,0.2916563,0.39864087,0.4611497,0.29134065,0.34584177,0.3004912,0,20,0.31586188034211904,20.359263682546253
Mabel_Matiz_Atlar_Yoruldu,Atlar Yoruldu,Mabel Matiz,tr,99.38401442307692,0.2121043056249618,2429.44958544297,-49.504494,87.339294,-3.1463993,23.330505,0.91129607,1.8334485,1.2112591,6.742824,-2.6419516,3.7071068,0.8122635,-2.0366585,0.5248781,0.4950949,0.3668979,0.3329374,0.4419644,0.36912158,0.6139575,0.30223987,0.29204983,0.37918484,0.33548248,0.43514177,0.32795846,3,17,3.078319983048868,17.221748727551688
Mabel_Matiz_Dalga,Dalga,Mabel Matiz,tr,117.45383522727272,0.1801401674747467,3032.152025857305,-104.1849,58.58815,4.6349177,18.621445,2.9485898,6.567292,-2.0533009,6.673671,-5.310958,3.1957064,-6.280075,2.4959722,1.404055,0.35313854,0.48018223,0.3877579,0.44535238,0.31667098,0.31499192,0.34220463,0.2986444,0.39699098,0.33953506,0.4530633,0.47849724,2,18,2.3374993880184936,17.828324232242274
Mabel_Matiz_Geziyorum_Dünya_İşte,Geziyorum Dünya İşte,Mabel Matiz,tr,129.19921875,0.1618836820125579,2018.0523002111383,-102.03391,111.60871,11.1483965,5.4807243,-6.4999833,0.873658,1.0084722,0.33794692,-7.403947,-6.2494936,-6.532479,-0.06192312,-5.7908583,0.3889768,0.29307064,0.48422065,0.3152151,0.25091285,0.38434774,0.26471362,0.49793142,0.28075773,0.44412157,0.46382934,0.23856269,15,14,14.670794001641536,14.275367668620985
Bengü_Beker_Siyah_İncim,Siyah İncim,Bengü Beker,tr,143.5546875,0.1105415448546409,1906.468008764246,-142.63156,111.77772,-15.93068,8.615265,-11.631652,-6.489472,-11.077142,-4.062162,-10.159307,-3.0003266,-13.126718,-3.6497307,-12.4707,0.515209,0.47334057,0.24541749,0.21824214,0.20842181,0.3652437,0.22079064,0.35585195,0.35112506,0.17523406,0.15181385,0.17240733,16,17,15.756786289935317,16.94591708814807
Mabel_Matiz_Aşk_Çeşmesi,Aşk Çeşmesi,Mabel Matiz,tr,95.703125,0.0514844767749309,2030.043371271984,-216.4151,96.24279,-10.061681,29.716413,5.4466133,17.672888,2.2675385,2.987237,-3.2049723,9.212103,5.455928,-1.4701732,-5.2537875,0.20278017,0.5086018,0.28623444,0.15302917,0.32078877,0.4903319,0.60287195,0.344876,0.22869493,0.18986274,0.23481755,0.1992575,17,7,16.63618183112843,7.262933714826875
